"Position holder";"Name of the issuer";"ISIN";"Net short position";"Position date"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"1.43";"2025-05-15 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.82";"2025-05-15 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Avantium N.V.";"NL0012047823";"0.61";"2025-05-15 00:00:00"
"Cubist Systematic Strategies, LLC";"Alfen N.V.";"NL0012817175";"0.74";"2025-05-15 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.93";"2025-05-15 00:00:00"
"Lazard Asset Management LLC";"Pharming Group N.V.";"NL0010391025";"0.69";"2025-05-15 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.77";"2025-05-15 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.69";"2025-05-15 00:00:00"
"Numeric Investors LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.91";"2025-05-15 00:00:00"
"WorldQuant, LLC";"Alfen N.V.";"NL0012817175";"0.65";"2025-05-15 00:00:00"
"Atalan Capital Partners, LP";"Havas N.V.";"NL0015002AH0";"0.92";"2025-05-14 00:00:00"
"BlackRock Financial Management, Inc.";"IMCD N.V.";"NL0010801007";"0.51";"2025-05-14 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"1.04";"2025-05-14 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2025-05-14 00:00:00"
"Cubist Systematic Strategies, LLC";"Alfen N.V.";"NL0012817175";"0.61";"2025-05-14 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.69";"2025-05-14 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0013332471";"1.99";"2025-05-14 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.76";"2025-05-14 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.93";"2025-05-14 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.93";"2025-05-14 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.75";"2025-05-14 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"3.08";"2025-05-14 00:00:00"
"Acadian Asset Management LLC.";"AMG Critical Materials N.V.";"NL0000888691";"1.19";"2025-05-13 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.88";"2025-05-13 00:00:00"
"Capital Fund Management S.A.";"TKH Group N.V.";"NL0000852523";"0.64";"2025-05-13 00:00:00"
"Citadel Advisors LLC";"Alfen N.V.";"NL0012817175";"0.97";"2025-05-13 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.68";"2025-05-13 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.72";"2025-05-13 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.82";"2025-05-13 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.92";"2025-05-13 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.47";"2025-05-13 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.84";"2025-05-13 00:00:00"
"Millennium International Management LP";"Alfen N.V.";"NL0012817175";"0.84";"2025-05-13 00:00:00"
"Numeric Investors LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.81";"2025-05-13 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"3.10";"2025-05-13 00:00:00"
"Citadel Advisors Europe Limited";"Signify N.V.";"NL0011821392";"0.52";"2025-05-12 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.88";"2025-05-12 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"Avantium N.V.";"NL0012047823";"0.54";"2025-05-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"0.88";"2025-05-12 00:00:00"
"D. E. Shaw & Co., L.P.";"Pharming Group N.V.";"NL0010391025";"0.59";"2025-05-12 00:00:00"
"D. E. Shaw & Co., L.P.";"PostNL N.V.";"NL0009739416";"0.59";"2025-05-12 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0013332471";"2.08";"2025-05-12 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.86";"2025-05-12 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.83";"2025-05-12 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.90";"2025-05-12 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.70";"2025-05-12 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.59";"2025-05-12 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"1.31";"2025-05-09 00:00:00"
"Citadel Advisors LLC";"Brunel International N.V.";"NL0010776944";"0.50";"2025-05-09 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.79";"2025-05-09 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.93";"2025-05-09 00:00:00"
"D. E. Shaw & Co., L.P.";"Basic-Fit N.V.";"NL0011872650";"0.99";"2025-05-09 00:00:00"
"D. E. Shaw & Co., L.P.";"PostNL N.V.";"NL0009739416";"0.60";"2025-05-09 00:00:00"
"Numeric Investors LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.72";"2025-05-09 00:00:00"
"Voleon Capital Management LP";"PostNL N.V.";"NL0009739416";"0.50";"2025-05-09 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"1.10";"2025-05-08 00:00:00"
"Atalan Capital Partners, LP";"Havas N.V.";"NL0015002AH0";"0.67";"2025-05-08 00:00:00"
"Capstone Volatility Master (Cayman) Limited";"Pharming Group N.V.";"NL0010391025";"0.56";"2025-05-08 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.86";"2025-05-08 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.82";"2025-05-08 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.61";"2025-05-08 00:00:00"
"D. E. Shaw & Co., L.P.";"Pharming Group N.V.";"NL0010391025";"0.64";"2025-05-08 00:00:00"
"Lazard Asset Management LLC";"Pharming Group N.V.";"NL0010391025";"0.73";"2025-05-08 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.80";"2025-05-08 00:00:00"
"AQR Capital Management, LLC";"Koninklijke Philips N.V.";"NL0000009538";"0.50";"2025-05-07 00:00:00"
"Atalan Capital Partners, LP";"Havas N.V.";"NL0015002AH0";"0.50";"2025-05-07 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.90";"2025-05-07 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.67";"2025-05-07 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.71";"2025-05-07 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.69";"2025-05-07 00:00:00"
"D. E. Shaw & Co., L.P.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.71";"2025-05-07 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"3.06";"2025-05-07 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.60";"2025-05-07 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"1.20";"2025-05-06 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.70";"2025-05-06 00:00:00"
"Citadel Advisors LLC";"Signify N.V.";"NL0011821392";"0.59";"2025-05-06 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"0.99";"2025-05-06 00:00:00"
"Capital Fund Management S.A.";"TKH Group N.V.";"NL0000852523";"0.52";"2025-05-05 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.70";"2025-05-05 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.68";"2025-05-05 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.87";"2025-05-05 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.94";"2025-05-05 00:00:00"
"Voleon Capital Management LP";"Basic-Fit N.V.";"NL0011872650";"0.50";"2025-05-05 00:00:00"
"Wellington Management International Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.70";"2025-05-05 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.57";"2025-05-05 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.33";"2025-05-02 00:00:00"
"AQR Capital Management, LLC";"Universal Music Group N.V.";"NL0015000IY2";"0.50";"2025-05-02 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"1.02";"2025-05-02 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.06";"2025-05-02 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.65";"2025-05-02 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.88";"2025-05-02 00:00:00"
"Wellington Management International Ltd.";"Basic-Fit N.V.";"NL0011872650";"0.66";"2025-05-02 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.60";"2025-05-02 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"1.13";"2025-04-30 00:00:00"
"D. E. Shaw & Co., L.P.";"PostNL N.V.";"NL0009739416";"0.52";"2025-04-30 00:00:00"
"Numeric Investors LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.64";"2025-04-30 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.68";"2025-04-30 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.82";"2025-04-29 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.28";"2025-04-29 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.68";"2025-04-29 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"0.90";"2025-04-28 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.74";"2025-04-28 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.82";"2025-04-28 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.33";"2025-04-28 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.78";"2025-04-28 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.91";"2025-04-28 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.71";"2025-04-28 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.59";"2025-04-28 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.91";"2025-04-25 00:00:00"
"Canada Pension Plan Investment Board";"BE Semiconductor Industries N.V.";"NL0012866412";"0.88";"2025-04-25 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.62";"2025-04-25 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2025-04-25 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.74";"2025-04-25 00:00:00"
"Qube Research & Technologies Ltd.";"Galapagos NV";"BE0003818359";"0.51";"2025-04-25 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"0.82";"2025-04-24 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.72";"2025-04-24 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.49";"2025-04-24 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.83";"2025-04-24 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.80";"2025-04-24 00:00:00"
"Acadian Asset Management LLC.";"AMG Critical Materials N.V.";"NL0000888691";"1.23";"2025-04-23 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"1.01";"2025-04-23 00:00:00"
"Citadel Advisors LLC";"Fugro N.V.";"NL00150003E1";"0.56";"2025-04-23 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2025-04-23 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.68";"2025-04-23 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.90";"2025-04-23 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.85";"2025-04-23 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.87";"2025-04-22 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.58";"2025-04-22 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0013332471";"2.19";"2025-04-22 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.72";"2025-04-22 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.98";"2025-04-22 00:00:00"
"Acadian Asset Management LLC.";"AMG Critical Materials N.V.";"NL0000888691";"1.30";"2025-04-17 00:00:00"
"BlackRock Investment Management (UK) Limited";"Basic-Fit N.V.";"NL0011872650";"0.77";"2025-04-17 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.60";"2025-04-17 00:00:00"
"D. E. Shaw & Co., L.P.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2025-04-17 00:00:00"
"GSA Capital Partners LLP";"PostNL N.V.";"NL0009739416";"0.69";"2025-04-17 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.60";"2025-04-17 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.71";"2025-04-17 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"0.71";"2025-04-16 00:00:00"
"Canada Pension Plan Investment Board";"BE Semiconductor Industries N.V.";"NL0012866412";"0.99";"2025-04-16 00:00:00"
"Citadel Advisors LLC";"OCI N.V.";"NL0010558797";"0.55";"2025-04-16 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0013332471";"2.27";"2025-04-16 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.20";"2025-04-15 00:00:00"
"AQR Capital Management, LLC";"Alfen N.V.";"NL0012817175";"0.50";"2025-04-15 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.64";"2025-04-15 00:00:00"
"Eleva Capital SAS";"ARCADIS N.V.";"NL0006237562";"0.59";"2025-04-15 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"TomTom N.V.";"NL0013332471";"2.36";"2025-04-15 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.88";"2025-04-15 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.97";"2025-04-15 00:00:00"
"AQR Capital Management, LLC";"Akzo Nobel N.V.";"NL0013267909";"0.61";"2025-04-14 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.58";"2025-04-14 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Basic-Fit N.V.";"NL0011872650";"1.62";"2025-04-14 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.69";"2025-04-14 00:00:00"
"AQR Capital Management, LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.59";"2025-04-11 00:00:00"
"AQR Capital Management, LLC";"IMCD N.V.";"NL0010801007";"0.59";"2025-04-11 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"0.61";"2025-04-11 00:00:00"
"GSA Capital Partners LLP";"PostNL N.V.";"NL0009739416";"0.70";"2025-04-11 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Basic-Fit N.V.";"NL0011872650";"1.57";"2025-04-11 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.91";"2025-04-11 00:00:00"
"Numeric Investors LLC";"OCI N.V.";"NL0010558797";"0.60";"2025-04-11 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.70";"2025-04-11 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.17";"2025-04-10 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.57";"2025-04-10 00:00:00"
"D. E. Shaw & Co., L.P.";"Basic-Fit N.V.";"NL0011872650";"1.05";"2025-04-10 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.59";"2025-04-10 00:00:00"
"Connor, Clark & Lunn Investment Management Ltd.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.60";"2025-04-09 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.66";"2025-04-09 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"1.03";"2025-04-09 00:00:00"
"Lazard Asset Management LLC";"Pharming Group N.V.";"NL0010391025";"0.61";"2025-04-09 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.67";"2025-04-09 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"3.02";"2025-04-09 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"0.93";"2025-04-08 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.82";"2025-04-08 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.80";"2025-04-08 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.08";"2025-04-07 00:00:00"
"AQR Capital Management, LLC";"Akzo Nobel N.V.";"NL0013267909";"0.59";"2025-04-07 00:00:00"
"Arrowstreet Capital, Limited Partnership";"BE Semiconductor Industries N.V.";"NL0012866412";"0.50";"2025-04-07 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"0.85";"2025-04-07 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.86";"2025-04-07 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.90";"2025-04-07 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.20";"2025-04-04 00:00:00"
"Arrowstreet Capital, Limited Partnership";"Galapagos NV";"BE0003818359";"0.90";"2025-04-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.50";"2025-04-04 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.73";"2025-04-04 00:00:00"
"D. E. Shaw & Co., L.P.";"Basic-Fit N.V.";"NL0011872650";"0.91";"2025-04-04 00:00:00"
"Elliott Investment Management, L.P";"Shell plc";"GB00BP6MXD84";"0.63";"2025-04-04 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"0.70";"2025-04-04 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.92";"2025-04-04 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.91";"2025-04-04 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.77";"2025-04-04 00:00:00"
"Numeric Investors LLC";"BE Semiconductor Industries N.V.";"NL0012866412";"0.52";"2025-04-04 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"2.00";"2025-04-04 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.31";"2025-04-03 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.60";"2025-04-03 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.39";"2025-04-03 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"0.61";"2025-04-03 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.73";"2025-04-02 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Basic-Fit N.V.";"NL0011872650";"1.44";"2025-04-02 00:00:00"
"Lazard Asset Management LLC";"Pharming Group N.V.";"NL0010391025";"0.58";"2025-04-02 00:00:00"
"Numeric Investors LLC";"OCI N.V.";"NL0010558797";"0.53";"2025-04-02 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.90";"2025-04-02 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.68";"2025-04-01 00:00:00"
"AQR Capital Management, LLC";"Akzo Nobel N.V.";"NL0013267909";"0.60";"2025-04-01 00:00:00"
"Arrowstreet Capital, Limited Partnership";"IMCD N.V.";"NL0010801007";"0.70";"2025-04-01 00:00:00"
"JPMorgan Asset Management (UK) Ltd.";"Fugro N.V.";"NL00150003E1";"0.52";"2025-04-01 00:00:00"
"Acadian Asset Management LLC.";"Basic-Fit N.V.";"NL0011872650";"0.56";"2025-03-31 00:00:00"
"Actus Ray Partners Limited";"AMG Critical Materials N.V.";"NL0000888691";"0.91";"2025-03-31 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.21";"2025-03-31 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.81";"2025-03-31 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.80";"2025-03-31 00:00:00"
"Citadel Advisors LLC";"Galapagos NV";"BE0003818359";"0.50";"2025-03-28 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.11";"2025-03-27 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.71";"2025-03-27 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.60";"2025-03-27 00:00:00"
"AKO Capital LLP";"Akzo Nobel N.V.";"NL0013267909";"1.41";"2025-03-26 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.70";"2025-03-26 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.88";"2025-03-26 00:00:00"
"Elliott Investment Management, L.P";"Shell plc";"GB00BP6MXD84";"0.50";"2025-03-25 00:00:00"
"Lazard Asset Management LLC";"Pharming Group N.V.";"NL0010391025";"0.61";"2025-03-25 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.69";"2025-03-25 00:00:00"
"Marshall Wace LLP";"Fugro N.V.";"NL00150003E1";"0.80";"2025-03-25 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.88";"2025-03-25 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.64";"2025-03-25 00:00:00"
"D. E. Shaw & Co., L.P.";"AMG Critical Materials N.V.";"NL0000888691";"0.60";"2025-03-24 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.90";"2025-03-24 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.88";"2025-03-24 00:00:00"
"Marshall Wace LLP";"ArcelorMittal S.A.";"LU1598757687";"0.72";"2025-03-21 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.90";"2025-03-21 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.59";"2025-03-20 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.07";"2025-03-19 00:00:00"
"Marshall Wace LLP";"TKH Group N.V.";"NL0000852523";"0.72";"2025-03-19 00:00:00"
"Millennium International Management LP";"Pharming Group N.V.";"NL0010391025";"2.86";"2025-03-19 00:00:00"
"Acadian Asset Management LLC.";"AMG Critical Materials N.V.";"NL0000888691";"1.21";"2025-03-18 00:00:00"
"Canada Pension Plan Investment Board";"BE Semiconductor Industries N.V.";"NL0012866412";"1.02";"2025-03-18 00:00:00"
"D. E. Shaw & Co., L.P.";"BE Semiconductor Industries N.V.";"NL0012866412";"0.50";"2025-03-18 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.89";"2025-03-18 00:00:00"
"WorldQuant, LLC";"PostNL N.V.";"NL0009739416";"0.60";"2025-03-18 00:00:00"
"AQR Capital Management, LLC";"Akzo Nobel N.V.";"NL0013267909";"0.51";"2025-03-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.19";"2025-03-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Pharming Group N.V.";"NL0010391025";"0.95";"2025-03-17 00:00:00"
"Marshall Wace LLP";"InPost S.A.";"LU2290522684";"0.90";"2025-03-17 00:00:00"
"Marshall Wace LLP";"PostNL N.V.";"NL0009739416";"0.69";"2025-03-17 00:00:00"
"PDT Partners, LLC";"Alfen N.V.";"NL0012817175";"1.96";"2025-03-17 00:00:00"
"D. E. Shaw & Co., L.P.";"Alfen N.V.";"NL0012817175";"1.28";"2025-03-14 00:00:00"
"Marshall Wace LLP";"Koninklijke KPN N.V.";"NL0000009082";"0.50";"2025-03-14 00:00:00"
